#,year,month,category,is_korean,paid_amount
749,2021,4,기타숙박,1,53487168
750,2021,4,여행업,1,2140157
751,2021,4,항공운송,1,15675284
752,2021,4,면세점,1,24358704
753,2021,4,관광기념품,1,5817976
754,2021,4,레저용품쇼핑,1,185916282
755,2021,4,대형쇼핑몰,1,731429575
756,2021,4,관광유원시설,1,8361252
757,2021,4,골프장,1,186838860
758,2021,4,기타레저,1,17279238
759,2021,4,문화서비스,1,20325660
760,2021,4,식음료,1,1407571418
761,2021,4,콘도,1,12883145
762,2021,4,육상운송,1,44537162
763,2021,4,렌터카,1,8604808
764,2021,4,캠핑장/펜션,1,612292
765,2021,4,수상운송,1,4840989
766,2021,4,스키장,1,202997
767,2021,5,호텔,1,43265802
768,2021,5,기타숙박,1,58000977
769,2021,5,여행업,1,1968998
770,2021,5,항공운송,1,16090944
771,2021,5,면세점,1,22920313
772,2021,5,관광기념품,1,6575362
773,2021,5,레저용품쇼핑,1,194769326
774,2021,5,대형쇼핑몰,1,812469034
775,2021,5,관광유원시설,1,10101698
776,2021,5,골프장,1,199572977
777,2021,5,기타레저,1,20963411
778,2021,5,문화서비스,1,24971337
779,2021,5,식음료,1,1519521967
780,2021,5,콘도,1,16668702
781,2021,5,육상운송,1,47508692
782,2021,5,렌터카,1,8821371
783,2021,5,캠핑장/펜션,1,834425
784,2021,5,수상운송,1,5301673
785,2021,5,스키장,1,385743
786,2021,6,호텔,1,39419450
787,2021,6,기타숙박,1,55837521
788,2021,6,여행업,1,2011388
789,2021,6,항공운송,1,17803309
790,2021,6,면세점,1,20419975
791,2021,6,관광기념품,1,5989389
792,2021,6,레저용품쇼핑,1,170815473
793,2021,6,대형쇼핑몰,1,712284358
794,2021,6,관광유원시설,1,8636308
795,2021,6,골프장,1,205285748
796,2021,6,기타레저,1,19434195
797,2021,6,문화서비스,1,23891733
798,2021,6,식음료,1,1453368266
799,2021,6,육상운송,1,45958872
800,2021,6,렌터카,1,8498883
801,2021,6,캠핑장/펜션,1,807162
802,2021,6,수상운송,1,5203718
803,2021,6,스키장,1,380347
804,2021,6,콘도,1,16722302
805,2021,7,호텔,1,39946440
806,2021,7,기타숙박,1,60705862
807,2021,7,여행업,1,1897150
808,2021,7,항공운송,1,13948850
809,2021,7,렌터카,1,8649730
810,2021,7,면세점,1,15346065
811,2021,7,관광기념품,1,5634578
812,2021,7,레저용품쇼핑,1,151623749
813,2021,7,대형쇼핑몰,1,695806273
814,2021,7,관광유원시설,1,7362098
815,2021,7,골프장,1,189588950
816,2021,7,기타레저,1,18750914
817,2021,7,문화서비스,1,23280191
818,2021,7,식음료,1,1369856233
819,2021,7,콘도,1,22604770
820,2021,7,육상운송,1,37905458
821,2021,7,캠핑장/펜션,1,1124201
822,2021,7,수상운송,1,4903474
823,2021,7,스키장,1,424076
824,2021,8,호텔,1,41618888
825,2021,8,기타숙박,1,60075266
826,2021,8,여행업,1,1992788
827,2021,8,항공운송,1,13608667
828,2021,8,렌터카,1,8118403
829,2021,8,면세점,1,18255621
830,2021,8,관광기념품,1,5830342
831,2021,8,레저용품쇼핑,1,133790569
832,2021,8,대형쇼핑몰,1,686695185
833,2021,8,관광유원시설,1,9348826
834,2021,8,골프장,1,178782707
835,2021,8,기타레저,1,19706812
836,2021,8,문화서비스,1,26943996
837,2021,8,식음료,1,1332876963
838,2021,8,콘도,1,26401787
839,2021,8,육상운송,1,38359839
840,2021,8,캠핑장/펜션,1,1423398
841,2021,8,수상운송,1,5385469
842,2021,8,스키장,1,595150
843,2021,9,호텔,1,34443678
844,2021,9,기타숙박,1,52698929
845,2021,9,여행업,1,1884133
846,2021,9,항공운송,1,14827160
847,2021,9,렌터카,1,7494510
848,2021,9,관광기념품,1,5520219
849,2021,9,레저용품쇼핑,1,189730323
850,2021,9,대형쇼핑몰,1,766603807
851,2021,9,관광유원시설,1,8614890
852,2021,9,골프장,1,195548920
853,2021,9,기타레저,1,18758995
854,2021,9,문화서비스,1,24305747
855,2021,9,식음료,1,1346648311
856,2021,9,육상운송,1,40861518
857,2021,9,면세점,1,17956354
858,2021,9,캠핑장/펜션,1,811575
859,2021,9,수상운송,1,4992614
860,2021,9,스키장,1,401943
861,2021,9,콘도,1,15579856
862,2021,10,호텔,1,42972171
863,2021,10,기타숙박,1,63952050
864,2021,10,여행업,1,2716541
865,2021,10,항공운송,1,21102978
866,2021,10,렌터카,1,9133541
867,2021,10,면세점,1,24916622
868,2021,10,관광기념품,1,7319590
869,2021,10,레저용품쇼핑,1,222320494
870,2021,10,대형쇼핑몰,1,870441694
871,2021,10,관광유원시설,1,11553312
872,2021,10,골프장,1,219102376
873,2021,10,기타레저,1,20565781
874,2021,10,문화서비스,1,29287067
875,2021,10,식음료,1,1560440538
876,2021,10,콘도,1,19829394
877,2021,10,육상운송,1,47330679
878,2021,10,캠핑장/펜션,1,989412
879,2021,10,수상운송,1,6214596
880,2021,10,스키장,1,623037
881,2021,11,호텔,1,41473477
882,2021,11,기타숙박,1,62421208
883,2021,11,여행업,1,2432846
884,2021,11,항공운송,1,24669056
885,2021,11,렌터카,1,8622278
886,2021,11,관광기념품,1,7471748
887,2021,11,레저용품쇼핑,1,199178782
888,2021,11,대형쇼핑몰,1,798838697
889,2021,11,관광유원시설,1,9640670
890,2021,11,골프장,1,181138277
891,2021,11,기타레저,1,18345971
892,2021,11,문화서비스,1,25249678
893,2021,11,식음료,1,1595377628
894,2021,11,콘도,1,16594189
895,2021,11,육상운송,1,49401719
896,2021,11,면세점,1,26984891
897,2021,11,캠핑장/펜션,1,805301
898,2021,11,수상운송,1,4747779
899,2021,11,스키장,1,457140
900,2021,12,호텔,1,44546551
901,2021,12,기타숙박,1,59000412
902,2021,12,여행업,1,1682589
903,2021,12,항공운송,1,17059365
904,2021,12,렌터카,1,8392460
905,2021,12,관광기념품,1,6240078
906,2021,12,레저용품쇼핑,1,168797536
907,2021,12,대형쇼핑몰,1,844677261
908,2021,12,관광유원시설,1,7491793
909,2021,12,골프장,1,114033151
910,2021,12,기타레저,1,16283706
911,2021,12,문화서비스,1,20860210
912,2021,12,식음료,1,1460697419
913,2021,12,육상운송,1,46256901
914,2021,12,면세점,1,23011938
915,2021,12,캠핑장/펜션,1,624871
916,2021,12,수상운송,1,3408873
917,2021,12,스키장,1,2221310
918,2021,12,콘도,1,18556011
919,2022,1,호텔,1,48379541
920,2022,1,기타숙박,1,56692756
921,2022,1,여행업,1,2519974
922,2022,1,항공운송,1,27999957
923,2022,1,렌터카,1,8608044
924,2022,1,면세점,1,23668224
925,2022,1,관광기념품,1,6507951
926,2022,1,레저용품쇼핑,1,149282056
927,2022,1,대형쇼핑몰,1,902035170
928,2022,1,관광유원시설,1,9329036
929,2022,1,골프장,1,89819946
930,2022,1,기타레저,1,18829374
931,2022,1,문화서비스,1,22595118
932,2022,1,식음료,1,1358385466
933,2022,1,콘도,1,24359158
934,2022,1,육상운송,1,67159367
935,2022,1,캠핑장/펜션,1,649613
936,2022,1,수상운송,1,5270678
937,2022,1,스키장,1,4677948
938,2022,2,호텔,1,44216357
939,2022,2,기타숙박,1,51829302
940,2022,2,여행업,1,2307614
941,2022,2,항공운송,1,26038080
942,2022,2,관광기념품,1,5881021
943,2022,2,레저용품쇼핑,1,130093233
944,2022,2,대형쇼핑몰,1,738992411
945,2022,2,관광유원시설,1,7794961
946,2022,2,골프장,1,106309617
947,2022,2,기타레저,1,16138068
948,2022,2,문화서비스,1,18264248
949,2022,2,식음료,1,1146836542
950,2022,2,콘도,1,20793908
951,2022,2,육상운송,1,55750252
952,2022,2,렌터카,1,8550152
953,2022,2,면세점,1,20844087
954,2022,2,캠핑장/펜션,1,606230
955,2022,2,수상운송,1,4507795
956,2022,2,스키장,1,3155243
957,2022,3,호텔,1,38614931
958,2022,3,기타숙박,1,55056934
959,2022,3,여행업,1,3029751
960,2022,3,항공운송,1,36021177
961,2022,3,면세점,1,22117365
962,2022,3,관광기념품,1,5646590
963,2022,3,레저용품쇼핑,1,168619120
964,2022,3,대형쇼핑몰,1,842688018
965,2022,3,관광유원시설,1,7171589
966,2022,3,골프장,1,177595501
967,2022,3,기타레저,1,17857554
968,2022,3,문화서비스,1,17684897
969,2022,3,식음료,1,1356951643
970,2022,3,육상운송,1,59712173
971,2022,3,렌터카,1,8484428
972,2022,3,캠핑장/펜션,1,451091
973,2022,3,수상운송,1,5682679
974,2022,3,스키장,1,143079
975,2022,3,콘도,1,10769715
976,2022,4,호텔,1,48206420
977,2022,4,기타숙박,1,62708065
978,2022,4,여행업,1,3861399
979,2022,4,항공운송,1,49838243
980,2022,4,면세점,1,30219183
981,2022,4,관광기념품,1,8032619
982,2022,4,레저용품쇼핑,1,215762066
983,2022,4,대형쇼핑몰,1,904206332
984,2022,4,관광유원시설,1,13048100
985,2022,4,골프장,1,220626959
986,2022,4,기타레저,1,22419125
987,2022,4,문화서비스,1,28747674
988,2022,4,식음료,1,1706741944
989,2022,4,콘도,1,16825833
990,2022,4,육상운송,1,75026201
991,2022,4,렌터카,1,9564765
992,2022,4,캠핑장/펜션,1,818708
993,2022,4,수상운송,1,8597014
994,2022,4,스키장,1,374099
995,2022,5,호텔,1,57323544
996,2022,5,기타숙박,1,65994284
997,2022,5,여행업,1,4780068
998,2022,5,항공운송,1,52702268
999,2022,5,면세점,1,32285848
1000,2022,5,관광기념품,1,9151894
1001,2022,5,레저용품쇼핑,1,223047233
1002,2022,5,대형쇼핑몰,1,946686781
1003,2022,5,관광유원시설,1,16163018
1004,2022,5,골프장,1,245296731
1005,2022,5,기타레저,1,26844811
1006,2022,5,문화서비스,1,55152074
1007,2022,5,식음료,1,1950113773
1008,2022,5,콘도,1,22993442
1009,2022,5,육상운송,1,90400179
1010,2022,5,렌터카,1,10181065
1011,2022,5,캠핑장/펜션,1,1065750
1012,2022,5,수상운송,1,11296389
1013,2022,5,스키장,1,592086
1014,2022,6,호텔,1,54918224
1015,2022,6,기타숙박,1,66645943
1016,2022,6,여행업,1,4577475
1017,2022,6,항공운송,1,54056444
1018,2022,6,면세점,1,33382538
1019,2022,6,관광기념품,1,8541093
1020,2022,6,레저용품쇼핑,1,184980797
1021,2022,6,대형쇼핑몰,1,924629545
1022,2022,6,관광유원시설,1,13400233
1023,2022,6,골프장,1,230785078
1024,2022,6,기타레저,1,26136960
1025,2022,6,문화서비스,1,55927556
1026,2022,6,식음료,1,1834420441
1027,2022,6,콘도,1,25298222
1028,2022,6,육상운송,1,83998696
1029,2022,6,렌터카,1,10011136
1030,2022,6,캠핑장/펜션,1,1105526
1031,2022,6,수상운송,1,11756336
1032,2022,6,스키장,1,655450
1033,2022,7,호텔,1,63573996
1034,2022,7,기타숙박,1,74888946
1035,2022,7,여행업,1,4945429
1036,2022,7,항공운송,1,48771365
1037,2022,7,면세점,1,30667348
1038,2022,7,관광기념품,1,7852031
1039,2022,7,레저용품쇼핑,1,170548815
1040,2022,7,대형쇼핑몰,1,906800156
1041,2022,7,관광유원시설,1,14254203
1042,2022,7,골프장,1,216345299
1043,2022,7,기타레저,1,28723378
1044,2022,7,문화서비스,1,58689748
1045,2022,7,식음료,1,1921805969
1046,2022,7,콘도,1,36676989
1047,2022,7,육상운송,1,90895254
1048,2022,7,렌터카,1,10014432
1049,2022,7,캠핑장/펜션,1,1509518
1050,2022,7,수상운송,1,11040303
1051,2022,7,스키장,1,974658
1052,2022,8,호텔,1,66545393
1053,2022,8,기타숙박,1,79625220
1054,2022,8,여행업,1,5000922
1055,2022,8,항공운송,1,48456504
1056,2022,8,면세점,1,32416240
1057,2022,8,관광기념품,1,8559864
1058,2022,8,레저용품쇼핑,1,145542298
1059,2022,8,대형쇼핑몰,1,870409615
1060,2022,8,관광유원시설,1,17362685
1061,2022,8,골프장,1,197548785
1062,2022,8,기타레저,1,29611383
1063,2022,8,문화서비스,1,57634264
1064,2022,8,식음료,1,1905827735
1065,2022,8,콘도,1,43843758
1066,2022,8,육상운송,1,97231125
1067,2022,8,렌터카,1,10347251
1068,2022,8,캠핑장/펜션,1,1831638
1069,2022,8,수상운송,1,11095705
1070,2022,8,스키장,1,1118993
1071,2022,9,호텔,1,48918875
1072,2022,9,기타숙박,1,61926953
1073,2022,9,여행업,1,4822403
1074,2022,9,항공운송,1,47997785
1075,2022,9,면세점,1,25551582
1076,2022,9,관광기념품,1,7080697
1077,2022,9,레저용품쇼핑,1,176179356
1078,2022,9,대형쇼핑몰,1,904393147
1079,2022,9,관광유원시설,1,13603201
1080,2022,9,골프장,1,215157057
1081,2022,9,기타레저,1,24084104
1082,2022,9,문화서비스,1,42347698
1083,2022,9,식음료,1,1752003502
1084,2022,9,육상운송,1,90847392
1085,2022,9,렌터카,1,9325602
1086,2022,9,캠핑장/펜션,1,945049
1087,2022,9,수상운송,1,8852457
1088,2022,9,스키장,1,587091
1089,2022,9,콘도,1,19557255
1090,2022,10,호텔,1,56455456
1091,2022,10,기타숙박,1,73833493
1092,2022,10,여행업,1,5636768
1093,2022,10,항공운송,1,49005845
1094,2022,10,면세점,1,29191900
1095,2022,10,관광기념품,1,9748212
1096,2022,10,레저용품쇼핑,1,233108573
1097,2022,10,대형쇼핑몰,1,984054572
1098,2022,10,관광유원시설,1,17171705
1099,2022,10,골프장,1,235476287
1100,2022,10,기타레저,1,26648234
1101,2022,10,문화서비스,1,39319997
1102,2022,10,식음료,1,1960790354
1103,2022,10,콘도,1,22372482
1104,2022,10,육상운송,1,93578707
1105,2022,10,렌터카,1,9611894
1106,2022,10,캠핑장/펜션,1,1179791
1107,2022,10,수상운송,1,10614343
1108,2022,10,스키장,1,930579
1109,2022,10,카지노,1,5000
1110,2022,11,호텔,1,47333561
1111,2022,11,기타숙박,1,63303071
1112,2022,11,여행업,1,4876761
1113,2022,11,항공운송,1,51152608
1114,2022,11,면세점,1,31896530
1115,2022,11,관광기념품,1,8032817
1116,2022,11,레저용품쇼핑,1,190091195
1117,2022,11,대형쇼핑몰,1,880716101
1118,2022,11,관광유원시설,1,10777530
1119,2022,11,골프장,1,196937810
1120,2022,11,기타레저,1,21643669
1121,2022,11,문화서비스,1,29458414
1122,2022,11,식음료,1,1726970318
1123,2022,11,콘도,1,16468412
1124,2022,11,육상운송,1,93682273
1125,2022,11,렌터카,1,9042045
1126,2022,11,캠핑장/펜션,1,745792
1127,2022,11,수상운송,1,7173947
1128,2022,11,스키장,1,679269
1129,2022,11,카지노,1,0
1130,2022,12,호텔,1,59240620
1131,2022,12,기타숙박,1,63753984
1132,2022,12,여행업,1,6131464
1133,2022,12,항공운송,1,51786487
1134,2022,12,면세점,1,34365338
1135,2022,12,관광기념품,1,6437420
1136,2022,12,레저용품쇼핑,1,181868947
1137,2022,12,대형쇼핑몰,1,981044143
1138,2022,12,관광유원시설,1,10090666
1139,2022,12,골프장,1,88314400
1140,2022,12,기타레저,1,22507255
1141,2022,12,문화서비스,1,48530333
1142,2022,12,식음료,1,1830711394
1143,2022,12,육상운송,1,107738858
1144,2022,12,렌터카,1,8743715
1145,2022,12,캠핑장/펜션,1,622257
1146,2022,12,수상운송,1,5205108
1147,2022,12,스키장,1,2968333
1148,2022,12,콘도,1,21796066
1149,2023,1,호텔,1,53884035
1150,2023,1,기타숙박,1,56546812
1151,2023,1,여행업,1,7353554
1152,2023,1,항공운송,1,58112683
1153,2023,1,면세점,1,39418075
1154,2023,1,관광기념품,1,6211254
1155,2023,1,레저용품쇼핑,1,138344860
1156,2023,1,대형쇼핑몰,1,860707230
1157,2023,1,관광유원시설,1,10081267
1158,2023,1,골프장,1,69357161
1159,2023,1,기타레저,1,25601791
1160,2023,1,문화서비스,1,40578346
1161,2023,1,식음료,1,1682950348
1162,2023,1,콘도,1,26444081
1163,2023,1,육상운송,1,98743904
1164,2023,1,렌터카,1,8579192
1165,2023,1,캠핑장/펜션,1,597763
1166,2023,1,수상운송,1,5476424
1167,2023,1,스키장,1,4652459
1168,2023,2,호텔,1,48987666
1169,2023,2,기타숙박,1,56335650
1170,2023,2,여행업,1,7508403
1171,2023,2,항공운송,1,58320819
1172,2023,2,면세점,1,38602810
1173,2023,2,관광기념품,1,6888963
1174,2023,2,레저용품쇼핑,1,145560524
1175,2023,2,대형쇼핑몰,1,770920376
1176,2023,2,관광유원시설,1,11396440
1177,2023,2,골프장,1,106469272
1178,2023,2,기타레저,1,24640835
1179,2023,2,문화서비스,1,30157628
1180,2023,2,식음료,1,1680492088
1181,2023,2,콘도,1,22834043
1182,2023,2,육상운송,1,85110338
1183,2023,2,렌터카,1,8469747
1184,2023,2,캠핑장/펜션,1,697410
1185,2023,2,수상운송,1,5532690
1186,2023,2,스키장,1,3348094
1187,2023,3,호텔,1,38649038
1188,2023,3,기타숙박,1,58734534
1189,2023,3,여행업,1,8101340
1190,2023,3,항공운송,1,58538751
1191,2023,3,면세점,1,39732839
1192,2023,3,관광기념품,1,7660803
1193,2023,3,레저용품쇼핑,1,192035522
1194,2023,3,대형쇼핑몰,1,862155281
1195,2023,3,관광유원시설,1,10605790
1196,2023,3,골프장,1,186770331
1197,2023,3,기타레저,1,23932656
1198,2023,3,문화서비스,1,29669545
1199,2023,3,식음료,1,1840274668
1200,2023,3,육상운송,1,91997348
1201,2023,3,렌터카,1,8517736
1202,2023,3,캠핑장/펜션,1,629244
1203,2023,3,수상운송,1,7742493
1204,2023,3,스키장,1,236968
1205,2023,3,콘도,1,12057870
1206,2023,4,호텔,1,44017040
1207,2023,4,기타숙박,1,62659033
1208,2023,4,여행업,1,7954168
1209,2023,4,항공운송,1,57181591
1210,2023,4,면세점,1,42491314
1211,2023,4,관광기념품,1,8796326
1212,2023,4,레저용품쇼핑,1,193506747
1213,2023,4,대형쇼핑몰,1,893343851
1214,2023,4,관광유원시설,1,12683046
1215,2023,4,골프장,1,209699688
1216,2023,4,기타레저,1,23381910
1217,2023,4,문화서비스,1,34914012
1218,2023,4,식음료,1,1894397093
1219,2023,4,콘도,1,16362307
1220,2023,4,육상운송,1,98264520
1221,2023,4,렌터카,1,8588396
1222,2023,4,캠핑장/펜션,1,939787
1223,2023,4,수상운송,1,9778786
1224,2023,4,스키장,1,572181
1225,2023,5,호텔,1,49243941
1226,2023,5,기타숙박,1,64015259
1227,2023,5,여행업,1,8907075
1228,2023,5,항공운송,1,97970071
1229,2023,5,면세점,1,43938163
1230,2023,5,관광기념품,1,8614282
1231,2023,5,레저용품쇼핑,1,193841214
1232,2023,5,대형쇼핑몰,1,934911385
1233,2023,5,관광유원시설,1,12828891
1234,2023,5,골프장,1,222798619
1235,2023,5,기타레저,1,25323397
1236,2023,5,문화서비스,1,43211631
1237,2023,5,식음료,1,1957826975
1238,2023,5,콘도,1,19261381
1239,2023,5,육상운송,1,102120445
1240,2023,5,렌터카,1,8117789
1241,2023,5,캠핑장/펜션,1,1024255
1242,2023,5,수상운송,1,9415817
1243,2023,5,스키장,1,548466
1244,2023,6,호텔,1,44839784
1245,2023,6,기타숙박,1,59457213
1246,2023,6,여행업,1,9916463
1247,2023,6,항공운송,1,92150076
1248,2023,6,면세점,1,44648401
1249,2023,6,관광기념품,1,7806607
1250,2023,6,레저용품쇼핑,1,168002739
1251,2023,6,대형쇼핑몰,1,836314810
1252,2023,6,관광유원시설,1,12849592
1253,2023,6,골프장,1,222356950
1254,2023,6,기타레저,1,24517002
1255,2023,6,문화서비스,1,47854103
1256,2023,6,식음료,1,1867079974
1257,2023,6,콘도,1,21018333
1258,2023,6,육상운송,1,91842642
1259,2023,6,렌터카,1,8375714
1260,2023,6,캠핑장/펜션,1,1122284
1261,2023,6,수상운송,1,8550201
1262,2023,6,스키장,1,646136
1263,2023,7,호텔,1,50631861
1264,2023,7,기타숙박,1,64859312
1265,2023,7,여행업,1,12554931
1266,2023,7,항공운송,1,83503449
1267,2023,7,면세점,1,48901838
1268,2023,7,관광기념품,1,6807504
1269,2023,7,레저용품쇼핑,1,151276719
1270,2023,7,대형쇼핑몰,1,869605745
1271,2023,7,관광유원시설,1,13221222
1272,2023,7,골프장,1,181156799
1273,2023,7,기타레저,1,27064558
1274,2023,7,문화서비스,1,47721879
1275,2023,7,식음료,1,1882665924
1276,2023,7,콘도,1,30036890
1277,2023,7,육상운송,1,101903334
1278,2023,7,렌터카,1,8313938
1279,2023,7,캠핑장/펜션,1,1368982
1280,2023,7,수상운송,1,6816616
1281,2023,7,스키장,1,836190
1282,2023,8,호텔,1,56551578
1283,2023,8,기타숙박,1,69379559
1284,2023,8,여행업,1,10290515
1285,2023,8,항공운송,1,75712899
1286,2023,8,렌터카,1,8556104
1287,2023,8,면세점,1,46575465
1288,2023,8,관광기념품,1,7781057
1289,2023,8,레저용품쇼핑,1,130155643
1290,2023,8,대형쇼핑몰,1,799686368
1291,2023,8,관광유원시설,1,16313649
1292,2023,8,골프장,1,174820239
1293,2023,8,기타레저,1,28612702
1294,2023,8,문화서비스,1,53237763
1295,2023,8,식음료,1,1883249333
1296,2023,8,콘도,1,37886596
1297,2023,8,육상운송,1,97686770
1298,2023,8,캠핑장/펜션,1,1753130
1299,2023,8,수상운송,1,7385155
1300,2023,8,스키장,1,1120096
1301,2023,9,호텔,1,45153764
1302,2023,9,기타숙박,1,59662917
1303,2023,9,여행업,1,11334293
1304,2023,9,항공운송,1,67390419
1305,2023,9,렌터카,1,7954063
1306,2023,9,면세점,1,45827160
1307,2023,9,관광기념품,1,6885002
1308,2023,9,레저용품쇼핑,1,153038010
1309,2023,9,대형쇼핑몰,1,873496472
1310,2023,9,관광유원시설,1,13050646
1311,2023,9,골프장,1,198940294
1312,2023,9,기타레저,1,22988746
1313,2023,9,문화서비스,1,33566784
1314,2023,9,식음료,1,1782936182
1315,2023,9,콘도,1,16955086
1316,2023,9,육상운송,1,108473648
1317,2023,9,캠핑장/펜션,1,965746
1318,2023,9,수상운송,1,6963707
1319,2023,9,스키장,1,566568
1320,2023,10,호텔,1,45968019
1321,2023,10,기타숙박,1,64780120
1322,2023,10,여행업,1,11653344
1323,2023,10,항공운송,1,73076204
1324,2023,10,렌터카,1,8116887
1325,2023,10,면세점,1,45602772
1326,2023,10,관광기념품,1,8679335
1327,2023,10,레저용품쇼핑,1,207515766
1328,2023,10,대형쇼핑몰,1,920498277
1329,2023,10,관광유원시설,1,15097723
1330,2023,10,골프장,1,229550092
1331,2023,10,기타레저,1,24898837
1332,2023,10,문화서비스,1,37856227
1333,2023,10,식음료,1,1848650697
1334,2023,10,콘도,1,18847286
1335,2023,10,육상운송,1,101906697
1336,2023,10,캠핑장/펜션,1,1060297
1337,2023,10,수상운송,1,8122053
1338,2023,10,스키장,1,949598
1339,2023,10,카지노,1,0
1340,2023,11,호텔,1,41540780
1341,2023,11,기타숙박,1,59298338
1342,2023,11,여행업,1,13058833
1343,2023,11,항공운송,1,56967213
1344,2023,11,렌터카,1,7358502
1345,2023,11,면세점,1,43767858
1346,2023,11,관광기념품,1,6932272
1347,2023,11,레저용품쇼핑,1,183320032
1348,2023,11,대형쇼핑몰,1,913242778
1349,2023,11,관광유원시설,1,8098311
1350,2023,11,골프장,1,176701228
1351,2023,11,기타레저,1,20416106
1352,2023,11,문화서비스,1,27432569
1353,2023,11,식음료,1,1675570636
1354,2023,11,육상운송,1,99724832
1355,2023,11,캠핑장/펜션,1,786456
1356,2023,11,수상운송,1,4873938
1357,2023,11,스키장,1,308204
1358,2023,11,콘도,1,13599964
1359,2023,12,호텔,1,58868240
1360,2023,12,기타숙박,1,63496412
1361,2023,12,여행업,1,13968898
1362,2023,12,항공운송,1,59018949
1363,2023,12,렌터카,1,7579664
1364,2023,12,면세점,1,46898052
1365,2023,12,관광기념품,1,6393978
1366,2023,12,레저용품쇼핑,1,158809326
1367,2023,12,대형쇼핑몰,1,973135731
1368,2023,12,관광유원시설,1,8431700
1369,2023,12,골프장,1,90302069
1370,2023,12,기타레저,1,24261770
1371,2023,12,문화서비스,1,46132078
1372,2023,12,식음료,1,1877884512
1373,2023,12,육상운송,1,102008011
1374,2023,12,캠핑장/펜션,1,771757
1375,2023,12,콘도,1,21645094
1376,2023,12,수상운송,1,3904597
1377,2023,12,스키장,1,2144521
1378,2018,1,호텔,0,85966929
1379,2018,1,콘도,0,3026844
1380,2018,1,기타숙박,0,24311930
1381,2018,1,여행업,0,544382
1382,2018,1,항공운송,0,1677389
1383,2018,1,면세점,0,56909699
1384,2018,1,관광기념품,0,5685614
1385,2018,1,레저용품쇼핑,0,5236247
1386,2018,1,대형쇼핑몰,0,112604547
1387,2018,1,관광유원시설,0,190866
1388,2018,1,골프장,0,245908
1389,2018,1,문화서비스,0,598473
1390,2018,1,식음료,0,38235003
1391,2018,1,렌터카,0,518592
1392,2018,1,카지노,0,21606319
1393,2018,1,기타레저,0,18906
1394,2018,1,육상운송,0,1426741
1395,2018,1,수상운송,0,12002
1396,2018,1,캠핑장/펜션,0,22489
1397,2018,1,스키장,0,31434
1398,2018,2,호텔,0,87091340
1399,2018,2,콘도,0,2618019
1400,2018,2,캠핑장/펜션,0,213172
1401,2018,2,기타숙박,0,24869335
1402,2018,2,여행업,0,765717
1403,2018,2,육상운송,0,2337365
1404,2018,2,수상운송,0,23595
1405,2018,2,항공운송,0,1738398
1406,2018,2,렌터카,0,742063
1407,2018,2,면세점,0,51552914
1408,2018,2,관광기념품,0,7908913
1409,2018,2,레저용품쇼핑,0,6155642
1410,2018,2,대형쇼핑몰,0,117941071
1411,2018,2,카지노,0,17771453
1412,2018,2,관광유원시설,0,267962
1413,2018,2,골프장,0,350114
1414,2018,2,스키장,0,52140
1415,2018,2,기타레저,0,33512
1416,2018,2,문화서비스,0,766213
1417,2018,2,식음료,0,44327827
1418,2018,3,호텔,0,111731976
1419,2018,3,콘도,0,8145557
1420,2018,3,캠핑장/펜션,0,35174
1421,2018,3,기타숙박,0,30186606
1422,2018,3,여행업,0,800358
1423,2018,3,육상운송,0,1855134
1424,2018,3,수상운송,0,22742
1425,2018,3,항공운송,0,1987144
1426,2018,3,렌터카,0,713700
1427,2018,3,면세점,0,66124249
1428,2018,3,관광기념품,0,6215087
1429,2018,3,레저용품쇼핑,0,6620753
1430,2018,3,대형쇼핑몰,0,105536432
1431,2018,3,카지노,0,23789825
1432,2018,3,관광유원시설,0,265547
1433,2018,3,골프장,0,1520575
1434,2018,3,스키장,0,2940
1435,2018,3,기타레저,0,23634
1436,2018,3,문화서비스,0,723313
1437,2018,3,식음료,0,48742034
1438,2018,4,호텔,0,119323392
1439,2018,4,콘도,0,7820536
1440,2018,4,캠핑장/펜션,0,38283
1441,2018,4,기타숙박,0,32470232
1442,2018,4,여행업,0,820608
1443,2018,4,육상운송,0,1887433
1444,2018,4,수상운송,0,44792
1445,2018,4,항공운송,0,1666122
1446,2018,4,렌터카,0,830373
1447,2018,4,면세점,0,65714490
1448,2018,4,관광기념품,0,8661751
1449,2018,4,레저용품쇼핑,0,6860546
1450,2018,4,대형쇼핑몰,0,111068372
1451,2018,4,카지노,0,24452429
1452,2018,4,관광유원시설,0,406016
1453,2018,4,골프장,0,1211868
1454,2018,4,스키장,0,40
1455,2018,4,기타레저,0,17704
1456,2018,4,문화서비스,0,811324
1457,2018,4,식음료,0,50359759
1458,2018,5,호텔,0,113840435
1459,2018,5,콘도,0,7254474
1460,2018,5,캠핑장/펜션,0,40715
1461,2018,5,기타숙박,0,33124710
1462,2018,5,여행업,0,835121
1463,2018,5,육상운송,0,2003055
1464,2018,5,수상운송,0,59089
1465,2018,5,항공운송,0,1822100
1466,2018,5,렌터카,0,813213
1467,2018,5,면세점,0,72121138
1468,2018,5,관광기념품,0,6395210
1469,2018,5,레저용품쇼핑,0,7462117
1470,2018,5,대형쇼핑몰,0,122965616
1471,2018,5,카지노,0,31771994
1472,2018,5,관광유원시설,0,361148
1473,2018,5,골프장,0,1538417
1474,2018,5,스키장,0,40
